Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
13,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('784','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('784','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo15.zip
14,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('784','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('784','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo16.zip
15,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('784','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('784','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo17.zip
16,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('784','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('784','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo18.zip
17,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('784','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('784','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo22.zip
18,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('784','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('784','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo23.zip
19,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('784','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('784','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo24.zip
20,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('784','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('784','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo25.zip
21,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('784','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('784','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo26.zip
22,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('784','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('784','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo27.zip
23,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('784','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('784','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo28.zip
24,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('784','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('784','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo34.zip
25,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('784','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('784','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo37.zip
26,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('784','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('784','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo77.zip
27,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('784','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('784','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo78.zip
28,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('784','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('784','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo84.zip
29,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('784','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('784','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo85.zip
1,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('906','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('906','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo01.zip
2,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('906','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('906','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo02.zip
3,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('906','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('906','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo03.zip
4,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('906','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('906','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo04.zip
5,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('906','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('906','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo05.zip
6,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('906','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('906','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo07.zip
7,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('906','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('906','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo08.zip
8,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('906','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('906','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo09.zip
9,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('906','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('906','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo10.zip
10,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('906','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('906','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo11.zip
11,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('906','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('906','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo12.zip
12,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('906','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('906','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo13.zip
13,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('906','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('906','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo15.zip
14,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('906','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('906','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo16.zip
15,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('906','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('906','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo17.zip
16,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('906','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('906','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo18.zip
17,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('906','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('906','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo22.zip
18,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('906','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('906','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo23.zip
19,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('906','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('906','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo24.zip
20,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('906','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('906','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo25.zip
21,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('906','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('906','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo26.zip
22,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('906','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('906','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo27.zip
23,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('906','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('906','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo28.zip
24,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('906','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('906','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo34.zip
25,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('906','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('906','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo37.zip
26,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('906','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('906','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo77.zip
27,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('906','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('906','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo78.zip
28,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('906','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('906','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo84.zip
29,2023,55,906,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('906','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('906','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/906-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/906-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/906-Modulo85.zip
